Residual Error Report

Residual Units: Ground units

Residual Summary for 3 Images
 Active GCPs:   10 X RMS:  2.255 Y RMS:  1.958 Z RMS:  0.697                                          
  Check points   0 X RMS:        Y RMS:        Z RMS:                                                 
  Active TPs:  169 X RMS:  0.329 Y RMS:  0.732 Z RMS:  0.254                                          
Inactive GCPs:   0 X RMS:        Y RMS:        Z RMS:                                                 
 Inactive TPs:   0 X RMS:        Y RMS:        Z RMS:                                                 

Listing: All points All images

Point ID        Res XY         Res X      Res Y      Res Z  Type     Image ID       Ground X         Ground Y         Ground Z           Comp X           Comp Y 
   AT0127      0.208      0.052      0.201      0.005    TP    1039-01       620387.610      4847816.276          204.634       620387.662      4847816.478
   AT0149      0.208      0.064     -0.198      0.043    TP    1039-01       620526.984      4847245.402          186.424       620527.048      4847245.204
   AT0116      0.207      0.101      0.181      0.024    TP    1039-01       620388.031      4848100.201          205.433       620388.132      4848100.382
   AT0118      0.203      0.017     -0.202     -0.062    TP    1039-01       620672.398      4848102.893          196.019       620672.415      4848102.691
   AT0145      0.201     -0.190     -0.067      0.008    TP    1038-01       620670.420      4847388.660          192.192       620670.230      4847388.593
   AT0020      0.200     -0.109     -0.168     -0.055    TP    1038-01       620905.459      4847960.175          197.640       620905.351      4847960.007
   AT0150      0.199      0.140     -0.140      0.025    TP    1039-01       620670.100      4847245.753          190.154       620670.240      4847245.613
   AT0125      0.199      0.026     -0.197     -0.040    TP    1039-01       620815.083      4847959.468          196.077       620815.109      4847959.271
   AT0041      0.197      0.185     -0.069      0.061    TP    1037-01       620761.438      4847246.658          192.188       620761.622      4847246.590
   AT0146      0.195      0.194     -0.025      0.002    TP    1039-01       620813.118      4847388.530          194.714       620813.312      4847388.505
   AT0093      0.194      0.015     -0.193      0.058    TP    1039-01       620513.147      4847194.826          184.281       620513.163      4847194.633
   AT0146      0.193      0.180      0.070      0.034    TP    1037-01       620813.118      4847388.530          194.714       620813.298      4847388.599
   AT0093      0.192      0.001      0.192     -0.061    TP    1037-01       620513.147      4847194.826          184.281       620513.148      4847195.018
    T0001      0.190      0.077     -0.174     -0.094    TP    1039-01       620445.023      4848282.821          194.484       620445.100      4848282.647
   AT0133      0.184     -0.115     -0.144      0.007    TP    1038-01       620528.194      4847674.335          191.598       620528.079      4847674.192
   AT0129      0.183      0.048      0.177      0.027    TP    1037-01       620671.620      4847816.904          193.953       620671.668      4847817.081
   AT0036      0.183     -0.140     -0.118      0.023    TP    1038-01       620619.069      4847389.250          191.176       620618.929      4847389.132
   AT0138      0.182     -0.088     -0.159      0.020    TP    1038-01       620528.564      4847532.392          200.789       620528.475      4847532.234
   AT0048      0.181     -0.007      0.180     -0.084    TP    1038-01       620332.616      4846958.830          176.358       620332.609      4846959.011
   AT0066      0.181     -0.008      0.181      0.045    TP    1037-01       620645.383      4848033.651          197.951       620645.376      4848033.832
   AT0066      0.180     -0.004     -0.180     -0.045    TP    1039-01       620645.383      4848033.651          197.951       620645.379      4848033.471
   AT0048      0.178     -0.003     -0.178      0.085    TP    1037-01       620332.616      4846958.830          176.358       620332.613      4846958.652
   AT0061      0.178     -0.010      0.178      0.059    TP    1037-01       620646.144      4848154.810          194.600       620646.134      4848154.988
   AT0012      0.177     -0.091      0.152      0.056    TP    1038-01       620476.747      4848101.998          201.944       620476.655      4848102.150
   AT0128      0.177     -0.124     -0.126     -0.005    TP    1038-01       620528.651      4847817.140          194.015       620528.527      4847817.014
   AT0061      0.176     -0.005     -0.176     -0.059    TP    1039-01       620646.144      4848154.810          194.600       620646.139      4848154.634
   AT0027      0.176      0.063      0.164      0.016    TP    1037-01       620760.230      4847674.537          203.862       620760.293      4847674.701
   AT0158      0.175      0.005      0.175     -0.065    TP    1038-01       620955.601      4847101.151          186.980       620955.605      4847101.327
   AT0071      0.174     -0.007      0.174      0.028    TP    1037-01       620776.852      4847913.769          198.878       620776.845      4847913.943
    T0003      0.174     -0.013      0.173      0.026    TP    1037-01       620745.815      4847899.998          195.727       620745.802      4847900.171
   AT0033      0.174      0.113      0.132      0.014    TP    1037-01       620758.932      4847533.025          207.506       620759.045      4847533.157
   AT0158      0.174      0.003     -0.174      0.067    TP    1039-01       620955.601      4847101.151          186.980       620955.604      4847100.977
   AT0154      0.174     -0.038      0.170     -0.063    TP    1037-01       620382.914      4847101.531          180.948       620382.876      4847101.701
   AT0071      0.173      0.000     -0.173     -0.030    TP    1039-01       620776.852      4847913.769          198.878       620776.852      4847913.596
   AT0075      0.172      0.001     -0.172     -0.015    TP    1039-01       620777.052      4847794.296          196.449       620777.053      4847794.124
   AT0140      0.172      0.141      0.098     -0.011    TP    1039-01       620813.527      4847531.009          195.575       620813.668      4847531.108
   AT0075      0.172     -0.004      0.172      0.015    TP    1037-01       620777.052      4847794.296          196.449       620777.048      4847794.468
   AT0142      0.170     -0.002     -0.170      0.014    TP    1038-01       621099.798      4847529.755          192.353       621099.796      4847529.586
   AT0142      0.170     -0.001      0.170     -0.016    TP    1039-01       621099.798      4847529.755          192.353       621099.798      4847529.925
   AT0040      0.170      0.126     -0.114      0.014    TP    1039-01       620619.021      4847246.220          188.862       620619.147      4847246.106
   AT0159      0.169      0.009      0.168     -0.061    TP    1038-01       621098.772      4847100.281          186.564       621098.782      4847100.449
   AT0037      0.168      0.164      0.039     -0.015    TP    1039-01       620761.468      4847389.410          194.135       620761.632      4847389.450
   AT0106      0.168      0.039     -0.163     -0.079    TP    1037-01       620529.809      4848390.478          195.204       620529.848      4848390.315
   AT0125      0.168     -0.048     -0.161     -0.039    TP    1038-01       620815.083      4847959.468          196.077       620815.035      4847959.307
   AT0159      0.166     -0.003     -0.166      0.063    TP    1039-01       621098.772      4847100.281          186.564       621098.770      4847100.115
   AT0101      0.165     -0.020     -0.164      0.059    TP    1037-01       620907.295      4847077.426          193.858       620907.275      4847077.263
   AT0101      0.164      0.003      0.164     -0.065    TP    1039-01       620907.295      4847077.426          193.858       620907.298      4847077.590
   AT0149      0.161     -0.102      0.125     -0.027    TP    1038-01       620526.984      4847245.402          186.424       620526.881      4847245.527
   AT0114      0.161      0.087      0.136      0.066    TP    1038-01       620814.127      4848239.838          212.530       620814.215      4848239.974
   AT0140      0.160      0.134      0.087      0.027    TP    1037-01       620813.527      4847531.009          195.575       620813.662      4847531.097
   AT0050      0.160      0.094     -0.130      0.074    TP    1037-01       620618.995      4846960.905          184.467       620619.089      4846960.775
   AT0156      0.159      0.127     -0.095      0.057    TP    1037-01       620669.743      4847102.645          187.868       620669.870      4847102.549
   AT0012      0.159      0.047     -0.152     -0.045    TP    1037-01       620476.747      4848101.998          201.944       620476.794      4848101.846
   AT0122      0.158      0.076     -0.138     -0.031    TP    1037-01       620386.054      4847960.304          194.560       620386.131      4847960.166
   AT0056      0.157      0.017      0.156      0.060    TP    1039-01       620382.046      4848274.625          194.938       620382.063      4848274.781
   AT0124      0.156      0.031      0.153      0.036    TP    1037-01       620672.024      4847959.957          194.521       620672.056      4847960.110
   AT0122      0.156     -0.154      0.023      0.031    TP    1038-01       620386.054      4847960.304          194.560       620385.900      4847960.327
   AT0037      0.153      0.153      0.012      0.032    TP    1037-01       620761.468      4847389.410          194.135       620761.621      4847389.422
   AT0056      0.152     -0.002     -0.152     -0.064    TP    1037-01       620382.046      4848274.625          194.938       620382.044      4848274.474
   AT0019      0.152     -0.048     -0.145     -0.034    TP    1038-01       620763.227      4847960.890          194.583       620763.179      4847960.746
   AT0127      0.151     -0.106     -0.108      0.006    TP    1038-01       620387.610      4847816.276          204.634       620387.505      4847816.168
   AT0144      0.147     -0.146     -0.020      0.014    TP    1038-01       620527.580      4847388.816          190.223       620527.434      4847388.795
   AT0134      0.145      0.084      0.118     -0.008    TP    1039-01       620671.224      4847673.978          194.782       620671.308      4847674.096
   AT0033      0.143      0.110      0.091     -0.014    TP    1039-01       620758.932      4847533.025          207.506       620759.041      4847533.116
   AT0122      0.142      0.080      0.117     -0.001    TP    1039-01       620386.054      4847960.304          194.560       620386.134      4847960.421
   AT0135      0.140      0.110     -0.087     -0.002    TP    1039-01       620814.117      4847673.606          195.267       620814.227      4847673.518
   AT0136      0.140     -0.003      0.140      0.001    TP    1039-01       620956.828      4847673.080          195.646       620956.825      4847673.220
   AT0136      0.140      0.003     -0.140     -0.001    TP    1038-01       620956.828      4847673.080          195.646       620956.831      4847672.941
   AT0134      0.137      0.085      0.108      0.015    TP    1037-01       620671.224      4847673.978          194.782       620671.309      4847674.086
   AT0032      0.135      0.083      0.107      0.001    TP    1037-01       620619.109      4847532.050          193.114       620619.191      4847532.156
   AT0017      0.130     -0.128     -0.021      0.009    TP    1038-01       620476.761      4847960.699          195.358       620476.633      4847960.678
   AT0118      0.130      0.011      0.130      0.041    TP    1037-01       620672.398      4848102.893          196.019       620672.409      4848103.022
   AT0141      0.129     -0.001      0.129     -0.012    TP    1039-01       620956.791      4847530.187          192.248       620956.790      4847530.316
   AT0141      0.129     -0.001     -0.129      0.011    TP    1038-01       620956.791      4847530.187          192.248       620956.790      4847530.058
   AT0107      0.127     -0.068      0.107      0.042    TP    1037-01       620673.069      4848388.703          199.069       620673.001      4848388.809
   AT0139      0.126      0.072      0.103     -0.017    TP    1039-01       620670.178      4847533.457          218.608       620670.250      4847533.560
   AT0150      0.125      0.122     -0.027      0.027    TP    1037-01       620670.100      4847245.753          190.154       620670.222      4847245.726
   AT0026      0.123      0.001      0.123      0.001    TP    1037-01       620619.212      4847674.784          195.285       620619.213      4847674.907
   AT0026      0.123     -0.001     -0.123     -0.001    TP    1038-01       620619.212      4847674.784          195.285       620619.210      4847674.661
   AT0064      0.119      0.008      0.119      0.028    TP    1039-01       620381.907      4848034.321          194.792       620381.915      4848034.440
   AT0133      0.119      0.055      0.105     -0.011    TP    1039-01       620528.194      4847674.335          191.598       620528.250      4847674.440
   AT0124      0.118     -0.075     -0.091     -0.021    TP    1038-01       620672.024      4847959.957          194.521       620671.950      4847959.866
   AT0046      0.118      0.109     -0.046      0.031    TP    1037-01       620619.016      4847102.986          186.556       620619.125      4847102.940
   AT0143      0.117      0.020     -0.115      0.015    TP    1039-01       620383.783      4847388.249          184.404       620383.803      4847388.134
   AT0064      0.117     -0.001     -0.117     -0.030    TP    1037-01       620381.907      4848034.321          194.792       620381.906      4848034.205
   AT0096      0.116     -0.012     -0.116      0.033    TP    1037-01       620907.582      4847196.662          194.428       620907.571      4847196.546
   AT0053      0.116     -0.005      0.116      0.058    TP    1037-01       620514.254      4848395.327          194.880       620514.249      4848395.443
   AT0096      0.116      0.002      0.116     -0.037    TP    1039-01       620907.582      4847196.662          194.428       620907.584      4847196.778
   AT0089      0.115      0.007     -0.115      0.026    TP    1039-01       620513.053      4847315.785          189.080       620513.060      4847315.670
   AT0089      0.115     -0.000      0.115     -0.027    TP    1037-01       620513.053      4847315.785          189.080       620513.053      4847315.900
   AT0053      0.114     -0.010     -0.114     -0.055    TP    1039-01       620514.254      4848395.327          194.880       620514.244      4848395.213
   AT0148      0.113     -0.006     -0.113      0.019    TP    1038-01       621099.331      4847386.769          190.815       621099.325      4847386.656
   AT0021      0.113      0.006      0.113      0.011    TP    1038-01       620191.901      4847817.741          195.654       620191.907      4847817.853
   AT0040      0.113      0.112     -0.015      0.018    TP    1037-01       620619.021      4847246.220          188.862       620619.133      4847246.205
   AT0148      0.113      0.002      0.113     -0.021    TP    1039-01       621099.331      4847386.769          190.815       621099.333      4847386.882
   AT0021      0.112     -0.005     -0.112     -0.011    TP    1037-01       620191.901      4847817.741          195.654       620191.896      4847817.629
   AT0123      0.111     -0.109     -0.017      0.004    TP    1038-01       620529.489      4847958.563          202.022       620529.379      4847958.546
   AT0139      0.110      0.082      0.073      0.007    TP    1037-01       620670.178      4847533.457          218.608       620670.260      4847533.530
   AT0017      0.109      0.065      0.087      0.002    TP    1039-01       620476.761      4847960.699          195.358       620476.826      4847960.786
   AT0022      0.109     -0.074     -0.080     -0.001    TP    1038-01       620476.646      4847817.809          194.469       620476.572      4847817.729
   AT0023      0.108      0.080     -0.072     -0.004    TP    1039-01       620904.644      4847817.055          198.339       620904.724      4847816.982
   AT0127      0.108      0.055     -0.093     -0.012    TP    1037-01       620387.610      4847816.276          204.634       620387.666      4847816.184
   AT0145      0.108      0.094      0.052     -0.020    TP    1039-01       620670.420      4847388.660          192.192       620670.514      4847388.712
   AT0138      0.107      0.047      0.095     -0.005    TP    1037-01       620528.564      4847532.392          200.789       620528.611      4847532.488
   AT0137      0.106     -0.031     -0.102      0.014    TP    1038-01       620386.569      4847532.758          200.138       620386.539      4847532.656
   AT0117      0.105      0.059     -0.087     -0.022    TP    1037-01       620529.675      4848101.533          200.629       620529.734      4848101.446
   AT0036      0.104      0.067      0.080     -0.025    TP    1039-01       620619.069      4847389.250          191.176       620619.136      4847389.330
    T0003      0.104      0.018     -0.102     -0.016    TP    1038-01       620745.815      4847899.998          195.727       620745.833      4847899.896
   AT0117      0.102      0.057     -0.084     -0.037    TP    1039-01       620529.675      4848101.533          200.629       620529.732      4848101.449
   AT0022      0.101      0.037      0.094      0.001    TP    1039-01       620476.646      4847817.809          194.469       620476.683      4847817.903
   AT0112      0.099      0.040     -0.091     -0.034    TP    1037-01       620529.443      4848247.194          193.987       620529.483      4848247.103
   AT0111      0.097      0.097     -0.006     -0.032    TP    1039-01       620386.357      4848246.859          194.889       620386.454      4848246.853
   AT0027      0.096      0.060      0.075     -0.002    TP    1039-01       620760.230      4847674.537          203.862       620760.290      4847674.612
   AT0128      0.096      0.060      0.074     -0.005    TP    1039-01       620528.651      4847817.140          194.015       620528.711      4847817.215
   AT0145      0.093      0.092      0.016      0.012    TP    1037-01       620670.420      4847388.660          192.192       620670.511      4847388.676
   AT0017      0.091      0.064     -0.065     -0.011    TP    1037-01       620476.761      4847960.699          195.358       620476.824      4847960.634
   AT0018      0.090     -0.072     -0.053     -0.010    TP    1038-01       620619.672      4847960.566          196.104       620619.599      4847960.514
   AT0015      0.088      0.017     -0.087     -0.023    TP    1038-01       620905.113      4848102.584          200.655       620905.130      4848102.498
   AT0019      0.087      0.025     -0.083     -0.018    TP    1039-01       620763.227      4847960.890          194.583       620763.252      4847960.807
   AT0149      0.087      0.047      0.073     -0.018    TP    1037-01       620526.984      4847245.402          186.424       620527.031      4847245.475
   AT0144      0.087      0.072      0.049     -0.004    TP    1037-01       620527.580      4847388.816          190.223       620527.652      4847388.865
   AT0094      0.086      0.002      0.086     -0.027    TP    1037-01       620644.868      4847195.692          188.455       620644.871      4847195.778
   AT0083      0.086      0.001      0.086     -0.006    TP    1037-01       620908.122      4847554.960          197.138       620908.123      4847555.046
   AT0083      0.086      0.000     -0.086      0.006    TP    1039-01       620908.122      4847554.960          197.138       620908.122      4847554.874
   AT0094      0.085      0.005     -0.085      0.026    TP    1039-01       620644.868      4847195.692          188.455       620644.873      4847195.606
   AT0032      0.085      0.081      0.023     -0.014    TP    1039-01       620619.109      4847532.050          193.114       620619.190      4847532.072
   AT0118      0.085     -0.042      0.074      0.021    TP    1038-01       620672.398      4848102.893          196.019       620672.356      4848102.966
   AT0045      0.084      0.019      0.082     -0.031    TP    1037-01       620476.192      4847101.933          182.293       620476.210      4847102.015
   AT0018      0.084      0.033      0.077      0.020    TP    1037-01       620619.672      4847960.566          196.104       620619.705      4847960.644
   AT0128      0.080      0.061      0.052      0.010    TP    1037-01       620528.651      4847817.140          194.015       620528.712      4847817.193
   AT0036      0.080      0.070      0.039      0.002    TP    1037-01       620619.069      4847389.250          191.176       620619.139      4847389.289
   AT0144      0.079      0.074     -0.028     -0.010    TP    1039-01       620527.580      4847388.816          190.223       620527.654      4847388.787
   AT0137      0.078      0.018      0.075     -0.007    TP    1037-01       620386.569      4847532.758          200.138       620386.587      4847532.833
   AT0070      0.075     -0.002     -0.075     -0.013    TP    1039-01       620644.207      4847912.844          204.161       620644.205      4847912.769
   AT0138      0.075      0.040      0.063     -0.014    TP    1039-01       620528.564      4847532.392          200.789       620528.604      4847532.455
   AT0070      0.075     -0.001      0.075      0.013    TP    1037-01       620644.207      4847912.844          204.161       620644.206      4847912.918
    T0004      0.074      0.071      0.020      0.002    TP    1039-01       620847.628      4847733.106          206.313       620847.699      4847733.126
   AT0009      0.073      0.008      0.072      0.030    TP    1037-01       620620.402      4848247.703          195.276       620620.410      4848247.776
    T0003      0.072     -0.010     -0.071     -0.011    TP    1039-01       620745.815      4847899.998          195.727       620745.805      4847899.927
   AT0057      0.071     -0.003      0.071      0.029    TP    1037-01       620514.133      4848275.219          193.989       620514.130      4848275.290
   AT0124      0.071      0.037     -0.061     -0.016    TP    1039-01       620672.024      4847959.957          194.521       620672.061      4847959.896
   AT0133      0.070      0.058      0.039      0.004    TP    1037-01       620528.194      4847674.335          191.598       620528.252      4847674.374
   AT0143      0.070      0.008      0.070     -0.013    TP    1037-01       620383.783      4847388.249          184.404       620383.791      4847388.319
   AT0057      0.069     -0.005     -0.069     -0.028    TP    1039-01       620514.133      4848275.219          193.989       620514.129      4848275.150
   AT0073      0.068      0.002      0.068      0.006    TP    1039-01       620513.461      4847794.776          193.898       620513.462      4847794.843
   AT0069      0.067      0.002      0.067      0.011    TP    1039-01       620513.559      4847914.434          195.176       620513.561      4847914.501
   AT0073      0.067     -0.000     -0.067     -0.006    TP    1037-01       620513.461      4847794.776          193.898       620513.461      4847794.708
   AT0155      0.067      0.047      0.048     -0.015    TP    1037-01       620526.476      4847101.615          183.076       620526.523      4847101.663
   AT0069      0.066      0.000     -0.066     -0.011    TP    1037-01       620513.559      4847914.434          195.176       620513.559      4847914.367
   AT0152      0.066     -0.001      0.066     -0.019    TP    1038-01       620956.045      4847244.121          188.518       620956.043      4847244.187
   AT0152      0.065      0.003     -0.065      0.019    TP    1039-01       620956.045      4847244.121          188.518       620956.048      4847244.056
   AT0131      0.061     -0.001      0.061      0.006    TP    1039-01       620957.776      4847816.012          194.933       620957.775      4847816.073
   AT0131      0.061      0.002     -0.061     -0.006    TP    1038-01       620957.776      4847816.012          194.933       620957.778      4847815.951
   AT0044      0.061      0.002      0.061     -0.023    TP    1038-01       620332.706      4847100.886          177.214       620332.708      4847100.947
   AT0130      0.060      0.048     -0.036     -0.004    TP    1039-01       620812.507      4847814.664          212.431       620812.555      4847814.628
   AT0147      0.059      0.001      0.059     -0.011    TP    1039-01       620955.948      4847387.588          192.519       620955.949      4847387.646
   AT0091      0.059      0.001      0.059     -0.014    TP    1039-01       620907.730      4847316.087          195.431       620907.731      4847316.145
   AT0044      0.059     -0.005     -0.059      0.023    TP    1037-01       620332.706      4847100.886          177.214       620332.702      4847100.827
   AT0091      0.058     -0.005     -0.058      0.012    TP    1037-01       620907.730      4847316.087          195.431       620907.725      4847316.029
   AT0123      0.058      0.053      0.024     -0.006    TP    1039-01       620529.489      4847958.563          202.022       620529.542      4847958.587
   AT0147      0.058     -0.003     -0.058      0.010    TP    1038-01       620955.948      4847387.588          192.519       620955.945      4847387.530
   AT0129      0.056      0.050      0.025     -0.003    TP    1039-01       620671.620      4847816.904          193.953       620671.669      4847816.929
   AT0126      0.056      0.004     -0.055     -0.011    TP    1039-01       620957.741      4847958.464          198.670       620957.745      4847958.409
   AT0126      0.056     -0.005      0.056      0.011    TP    1038-01       620957.741      4847958.464          198.670       620957.736      4847958.520
   AT0123      0.055      0.054     -0.006      0.002    TP    1037-01       620529.489      4847958.563          202.022       620529.543      4847958.557
   AT0074      0.052      0.001     -0.052     -0.005    TP    1039-01       620645.319      4847794.582          194.667       620645.320      4847794.530
   AT0074      0.052     -0.002      0.052      0.005    TP    1037-01       620645.319      4847794.582          194.667       620645.318      4847794.634
   AT0143      0.051     -0.025      0.045     -0.004    TP    1038-01       620383.783      4847388.249          184.404       620383.758      4847388.294
   AT0084      0.051      0.003     -0.051      0.007    TP    1039-01       620513.147      4847435.595          190.430       620513.150      4847435.544
   AT0084      0.051     -0.001      0.051     -0.008    TP    1037-01       620513.147      4847435.595          190.430       620513.146      4847435.646
   AT0029      0.049      0.004     -0.049      0.003    TP    1038-01       620189.813      4847531.938          181.828       620189.817      4847531.889
   AT0035      0.049      0.006     -0.049      0.007    TP    1038-01       620189.605      4847388.432          179.982       620189.610      4847388.383
   AT0029      0.049     -0.004      0.049     -0.004    TP    1037-01       620189.813      4847531.938          181.828       620189.809      4847531.987
   AT0035      0.049     -0.005      0.049     -0.008    TP    1037-01       620189.605      4847388.432          179.982       620189.600      4847388.481
   AT0012      0.048      0.048      0.003     -0.011    TP    1039-01       620476.747      4848101.998          201.944       620476.794      4848102.001
   AT0025      0.046     -0.002     -0.046     -0.000    TP    1038-01       620334.483      4847675.056          201.485       620334.481      4847675.010
   AT0025      0.046      0.002      0.046      0.000    TP    1037-01       620334.483      4847675.056          201.485       620334.485      4847675.102
   AT0161      0.044      0.033      0.028     -0.011    TP    1037-01       620526.723      4846963.171          190.381       620526.756      4846963.200
    T0002      0.044      0.020     -0.039      0.008    TP    1037-01       620507.146      4847409.153          189.043       620507.166      4847409.114
    T0002      0.044     -0.042      0.010      0.002    TP    1038-01       620507.146      4847409.153          189.043       620507.103      4847409.162
   AT0090      0.042      0.000      0.042     -0.010    TP    1037-01       620644.843      4847315.735          190.493       620644.844      4847315.777
   AT0024      0.042      0.002      0.042     -0.000    TP    1038-01       620191.483      4847675.354          192.548       620191.485      4847675.396
   AT0024      0.042     -0.002     -0.042     -0.000    TP    1037-01       620191.483      4847675.354          192.548       620191.481      4847675.313
   AT0018      0.042      0.035     -0.024     -0.010    TP    1039-01       620619.672      4847960.566          196.104       620619.707      4847960.543
   AT0090      0.041      0.002     -0.041      0.009    TP    1039-01       620644.843      4847315.735          190.493       620644.846      4847315.694
   AT0030      0.039      0.002     -0.039      0.003    TP    1038-01       620333.632      4847532.337          189.379       620333.635      4847532.298
   AT0030      0.039     -0.002      0.039     -0.003    TP    1037-01       620333.632      4847532.337          189.379       620333.630      4847532.376
   AT0022      0.039      0.037     -0.013     -0.000    TP    1037-01       620476.646      4847817.809          194.469       620476.683      4847817.796
   AT0100      0.038     -0.001      0.038     -0.015    TP    1039-01       620774.544      4847079.477          197.640       620774.543      4847079.515
   AT0100      0.037     -0.003     -0.036      0.014    TP    1037-01       620774.544      4847079.477          197.640       620774.541      4847079.440
    T0002      0.036      0.020      0.030     -0.010    TP    1039-01       620507.146      4847409.153          189.043       620507.165      4847409.183
   AT0137      0.030      0.013      0.027     -0.006    TP    1039-01       620386.569      4847532.758          200.138       620386.583      4847532.784
   AT0132      0.029      0.026     -0.012     -0.001    TP    1037-01       620391.465      4847674.433          228.339       620391.492      4847674.420
   AT0082      0.028      0.001      0.028     -0.002    TP    1037-01       620773.551      4847556.052          208.155       620773.552      4847556.079
   AT0082      0.028     -0.001     -0.028      0.002    TP    1039-01       620773.551      4847556.052          208.155       620773.549      4847556.024
   AT0039      0.026      0.001      0.026     -0.007    TP    1038-01       620476.123      4847247.386          190.946       620476.124      4847247.412
   AT0014      0.025      0.017     -0.018     -0.004    TP    1038-01       620762.892      4848103.297          198.135       620762.909      4848103.278
   AT0039      0.025     -0.002     -0.025      0.007    TP    1037-01       620476.123      4847247.386          190.946       620476.121      4847247.360
   AT0060      0.022     -0.000      0.022      0.008    TP    1037-01       620513.454      4848151.756          203.146       620513.454      4848151.779
   AT0060      0.021     -0.002     -0.021     -0.007    TP    1039-01       620513.454      4848151.756          203.146       620513.452      4848151.735
   AT0087      0.018     -0.002     -0.017      0.002    TP    1037-01       620907.838      4847435.573          196.553       620907.837      4847435.555
   AT0087      0.018      0.000      0.018     -0.003    TP    1039-01       620907.838      4847435.573          196.553       620907.838      4847435.591
   AT0086      0.017     -0.000      0.017     -0.003    TP    1037-01       620776.302      4847435.626          194.891       620776.301      4847435.643
   AT0086      0.017      0.001     -0.017      0.003    TP    1039-01       620776.302      4847435.626          194.891       620776.302      4847435.610
   AT0080      0.015     -0.001      0.015     -0.001    TP    1039-01       620512.720      4847556.052          201.242       620512.719      4847556.066
   AT0119      0.015      0.015     -0.001      0.002    TP    1038-01       620815.311      4848102.004          198.676       620815.326      4848102.002
   AT0080      0.014      0.000     -0.014      0.001    TP    1037-01       620512.720      4847556.052          201.242       620512.720      4847556.037
   AT0104      0.013     -0.000      0.013     -0.006    TP    1037-01       620776.192      4846957.292          189.035       620776.192      4846957.305
   AT0003      0.012     -0.004      0.011      0.005    TP    1037-01       620620.397      4848390.406          197.781       620620.392      4848390.417
   AT0104      0.011      0.001     -0.011      0.005    TP    1039-01       620776.192      4846957.292          189.035       620776.193      4846957.281
   AT0043      0.011      0.005      0.010     -0.005    TP    1038-01       620188.738      4847100.157          173.543       620188.743      4847100.167
   AT0095      0.010      0.001      0.010     -0.003    TP    1039-01       620776.461      4847196.046          191.050       620776.461      4847196.056
   AT0043      0.010     -0.005     -0.009      0.004    TP    1037-01       620188.738      4847100.157          173.543       620188.734      4847100.149
   AT0095      0.009     -0.002     -0.009      0.002    TP    1037-01       620776.461      4847196.046          191.050       620776.459      4847196.037
   AT0065      0.008     -0.000      0.008      0.002    TP    1039-01       620513.336      4848032.530          202.240       620513.336      4848032.537
   AT0013      0.007     -0.000      0.007      0.002    TP    1037-01       620619.384      4848102.438          200.966       620619.384      4848102.445
   AT0065      0.007      0.000     -0.007     -0.002    TP    1037-01       620513.336      4848032.530          202.240       620513.336      4848032.523
   AT0013      0.006      0.000     -0.006     -0.002    TP    1038-01       620619.384      4848102.438          200.966       620619.384      4848102.432
   AT0153      0.003     -0.003      0.001     -0.001    TP    1038-01       621098.710      4847243.900          189.768       621098.707      4847243.901
   AT0085      0.002      0.001     -0.002      0.000    TP    1039-01       620644.843      4847435.596          192.355       620644.845      4847435.595
   AT0085      0.002     -0.001      0.002     -0.000    TP    1037-01       620644.843      4847435.596          192.355       620644.843      4847435.598
   AT0153      0.002      0.002      0.000      0.000    TP    1039-01       621098.710      4847243.900          189.768       621098.712      4847243.900
RMS (x, y, z) for worst 5% of points in list: 2.37, 3.22, 0.95

Residual Summary for 1037-01
 Active GCPs:   10 X RMS:  2.277 Y RMS:  2.221 Z RMS:  0.693                                          
  Check points   0 X RMS:        Y RMS:        Z RMS:                                                 
  Active TPs:  151 X RMS:  0.223 Y RMS:  0.788 Z RMS:  0.280                                          
Inactive GCPs:   0 X RMS:        Y RMS:        Z RMS:                                                 
 Inactive TPs:   0 X RMS:        Y RMS:        Z RMS:                                                 
Residual Summary for 1038-01
 Active GCPs:   10 X RMS:  2.277 Y RMS:  2.221 Z RMS:  0.693                                          
  Check points   0 X RMS:        Y RMS:        Z RMS:                                                 
  Active TPs:  117 X RMS:  0.504 Y RMS:  0.575 Z RMS:  0.234                                          
Inactive GCPs:   0 X RMS:        Y RMS:        Z RMS:                                                 
 Inactive TPs:   0 X RMS:        Y RMS:        Z RMS:                                                 
Residual Summary for 1039-01
 Active GCPs:    7 X RMS:  2.189 Y RMS:  0.839 Z RMS:  0.708                                          
  Check points   0 X RMS:        Y RMS:        Z RMS:                                                 
  Active TPs:  149 X RMS:  0.231 Y RMS:  0.781 Z RMS:  0.240                                          
Inactive GCPs:   0 X RMS:        Y RMS:        Z RMS:                                                 
 Inactive TPs:   0 X RMS:        Y RMS:        Z RMS:                                                 
